detid_Y,N06111V,N06112W,N06113Y,N06114Z,N06121A,N06121L,N06121M,N06121N,N06131T,N06131V,N06131W,N06131X,N06141A,N06141C,N06141Y,N06151D,N06151F,N06151G,N06161Q,N06161R,N06161T,N06161U,N06171B,N06171P,N06171Q,N06171R,N06171S,N06181H,N06181J,N06181K,N06191N,N06191P,N06191Z,N06211C,N06211E,N06211F,N06211G,N06221P,N06221Q,N06221R,N06222H,N06222K,N06222L,N06222M,N06241A,N06241B,N06241Y,N06242Z,N06251T,N06251V,N06251W,N06251X,N06252D,N06252E,N06252F,N06261V,N06261Y,N06261Z,N06271G,N06271H,N06271K,N06271L,N06281M,N06281P,N06281R,N06281S,N06291B,N06291E,N06291F,N06311J,N06311K,N06311L,N06311N,N06312M,N06312P,N06321B,N06321C,N06321D,N06321E,N06321L,N06322G,N06331A,N06331J,N06331X,N06331Y,N06331Z,N06341K,N06341S,N06341T,N06351L,N06351M,N06351P,N06351R,N06391B,N06391Y,N06391Z,N06411H,N06411J,N06411K,N06421A,N06421B,N06421D,N06421E,N06421F,N06421G,N06431X,N06431Y,N06431Z,N06451L,N06451P,N06451R,N06451S,N06461E,N06461T,N06471H,N06481L,N06481N,N06481P,N06481S,N06482F,N06482J,N06482K,N06511A,N06511B,N06511C,N06521E,N06521F,N06521G,N06521H,N06551T,N06611A,N06611E,N06611F,N06611G,N06611J,N06621A,N06621B,N06621C,N06621D,N06631X,N06631Y,N06631Z,N06691R,N06691S,N06691T,N06691U,N06691V,N06731W,N06731X,N06731Y,N06731Z,N26151X,N29111A,N29111R,N29111S,N29111T,N29111V,N29111W,N29112Q,N29113R,N29121G,N29121J,N29121M,N29121N,N29121P,N29121Z,N29131B,N29131C,N29131E,N29131F,N29141A,N29142H,N31111S,N31111U,N31111W,N31122B,N36121V,N41111D,N41111E,N41111F,N41121B
N06131W,972.87,1139.27,1059.94,1230.40,526.28,526.28,722.91,592.79,383.52,233.59,0.00,497.89,919.07,580.35,223.89,533.84,745.19,589.97,842.18,842.18,1004.54,1136.23,452.34,452.34,527.32,527.32,223.89,773.81,773.81,828.67,935.15,935.82,734.18,2404.25,2242.24,2438.43,2189.39,2293.73,2626.14,2508.69,2117.99,2431.53,2337.36,2290.24,2242.24,2233.76,2313.98,2313.98,1678.65,2005.48,2075.80,2099.67,1990.16,2043.71,2089.96,508.45,682.66,634.52,1268.52,1569.67,1567.72,1554.34,1423.00,2030.31,1936.89,1750.57,1139.27,1451.55,1307.97,773.62,696.74,643.79,773.62,643.79,643.79,1039.93,773.62,913.66,912.76,913.66,475.24,890.17,1175.58,1092.17,1169.78,890.17,1221.74,1370.71,1097.66,1884.22,1409.16,1186.25,1321.48,662.70,196.47,274.21,1884.22,1677.78,1361.23,1884.22,2105.16,1677.78,1884.22,1884.22,1884.22,2105.16,1884.22,2105.16,2489.62,2489.62,2105.16,2105.16,2489.62,2217.55,838.85,2489.62,2646.95,2646.95,2489.62,2489.62,2489.62,2489.62,2217.55,2105.16,2105.16,2105.16,2105.16,2105.16,2105.16,2646.95,2217.55,2966.30,2489.62,2217.55,2489.62,3134.40,2966.30,2489.62,2489.62,3207.22,2966.30,3046.62,2966.30,3134.40,3134.40,3148.81,2966.30,2966.30,3381.76,3148.81,2646.95,3381.76,3259.85,3381.76,3259.85,3163.17,3175.61,3175.57,3259.85,3280.32,3381.76,3148.81,3259.85,3381.76,3381.76,3148.81,3381.76,3148.81,3381.76,3381.76,3381.76,3381.76,1892.78,1892.78,1813.74,2216.49,1779.91,1182.97,1092.17,1323.85,1257.38
N06131X,500.79,641.38,562.05,732.51,458.22,458.22,558.66,630.05,429.82,337.70,562.37,0.00,421.18,116.80,274.00,35.95,281.65,369.34,378.63,378.63,506.65,672.68,489.60,489.60,574.16,574.16,274.00,310.26,310.26,365.12,471.60,472.27,270.63,1906.36,1744.36,1940.54,1691.50,1795.84,2128.26,2010.80,1620.10,1933.64,1839.47,1792.35,1744.36,1735.87,1816.09,1816.09,1180.76,1507.60,1577.91,1601.78,1492.28,1545.82,1592.07,545.70,719.92,671.78,770.63,1071.78,1069.83,1056.45,925.11,1532.42,1439.00,1252.68,641.38,953.66,810.08,820.46,762.47,690.62,820.46,690.62,690.62,1086.77,820.46,960.49,956.61,960.49,512.49,937.00,1222.41,1139.01,1216.61,937.00,1268.57,1417.55,1144.49,1931.06,1456.00,1233.09,1358.74,970.53,300.58,750.34,1931.06,1724.62,1408.07,1931.06,2142.41,1724.62,1931.06,1931.06,1931.06,2142.41,1931.06,2142.41,2526.87,2526.87,2142.41,2142.41,2526.87,2254.80,885.68,2526.87,2684.21,2684.21,2526.87,2526.87,2526.87,2526.87,2254.80,2142.41,2142.41,2142.41,2142.41,2142.41,2142.41,2684.21,2254.80,3003.55,2526.87,2254.80,2526.87,3171.65,3003.55,2526.87,2526.87,3244.48,3003.55,3083.88,3003.55,3171.65,3171.65,3186.06,3003.55,3003.55,3419.01,3186.06,2684.21,3419.01,3297.11,3419.01,3297.11,3200.43,3212.87,3212.83,3297.11,3317.58,3419.01,3186.06,3297.11,3419.01,3419.01,3186.06,3419.01,3186.06,3419.01,3419.01,3419.01,3419.01,1939.62,1939.62,1860.58,2263.32,1826.75,1300.35,1139.01,1425.23,1358.76
N06141A,862.11,956.79,877.46,1047.92,951.68,951.68,1052.12,1123.51,923.28,831.16,729.35,493.46,0.00,610.26,767.46,529.41,775.11,862.80,795.11,795.11,867.97,1116.18,983.06,983.06,1067.62,1067.62,767.46,803.72,803.72,808.62,915.10,915.77,764.09,2161.84,1999.83,2255.95,2006.91,2051.32,2165.85,2266.27,1875.58,2189.12,2094.95,2047.83,1999.83,1991.35,2024.33,2024.33,1496.17,1576.51,1893.32,1857.26,1654.32,1610.85,1492.03,1039.16,1213.38,1165.24,1086.04,1205.60,1385.24,1371.86,1240.52,1428.90,1668.80,1568.09,956.79,1269.07,1125.49,1313.92,1222.91,1184.08,1313.92,1184.08,1184.08,1580.23,1313.92,1453.95,1450.07,1453.95,1005.95,1430.47,1715.88,1632.47,1710.07,1430.47,1762.03,1911.01,1637.95,2424.52,1949.46,1726.55,1852.20,549.35,794.04,690.82,2424.52,2218.08,1901.53,2424.52,2635.87,2218.08,2424.52,2424.52,2424.52,2635.87,2424.52,2635.87,3020.34,3020.34,2635.87,2635.87,3020.34,2748.27,1379.15,3020.34,3177.67,3177.67,3020.34,3020.34,3020.34,3020.34,2748.27,2635.87,2635.87,2635.87,2635.87,2635.87,2635.87,3177.67,2748.27,3497.01,3020.34,2748.27,3020.34,3665.11,3497.01,3020.34,3020.34,3737.94,3497.01,3577.34,3497.01,3665.11,3665.11,3679.53,3497.01,3497.01,3912.47,3679.53,3177.67,3912.47,3790.57,3912.47,3790.57,3693.89,3706.33,3684.91,3790.57,3811.04,3912.47,3679.53,3790.57,3912.47,3912.47,3679.53,3912.47,3679.53,3912.47,3912.47,3912.47,3912.47,2433.08,2433.08,2354.04,2756.78,2320.21,1709.14,1632.47,1850.02,1783.55
N06141C,392.52,588.28,508.95,679.42,341.41,341.41,441.86,513.24,313.01,503.81,728.48,372.33,775.10,0.00,440.11,408.28,164.84,252.53,261.83,261.83,453.56,555.88,372.80,372.80,457.35,457.35,440.11,193.46,193.46,248.32,354.80,355.47,153.83,1853.27,1691.26,1887.44,1638.40,1742.74,2075.16,1957.70,1567.00,1880.55,1786.37,1739.25,1691.26,1682.77,1762.99,1762.99,1127.67,1454.50,1524.81,1548.69,1439.18,1492.72,1538.98,428.90,603.12,554.97,717.53,1018.68,1016.73,1003.35,872.01,1479.33,1385.91,1199.58,588.28,900.56,756.99,703.65,645.66,573.82,703.65,573.82,573.82,969.96,703.65,843.69,839.81,843.69,395.69,820.20,1105.61,1022.20,1099.81,820.20,1151.77,1300.74,1027.69,1814.25,1339.19,1116.28,1241.94,1202.48,466.69,916.46,1814.25,1607.81,1291.27,1814.25,2025.61,1607.81,1814.25,1814.25,1814.25,2025.61,1814.25,2025.61,2410.07,2410.07,2025.61,2025.61,2410.07,2138.00,768.88,2410.07,2567.40,2567.40,2410.07,2410.07,2410.07,2410.07,2138.00,2025.61,2025.61,2025.61,2025.61,2025.61,2025.61,2567.40,2138.00,2886.75,2410.07,2138.00,2410.07,3054.85,2886.75,2410.07,2410.07,3127.67,2886.75,2967.07,2886.75,3054.85,3054.85,3069.26,2886.75,2886.75,3302.21,3069.26,2567.40,3302.21,3180.30,3302.21,3180.30,3083.63,3096.06,3096.03,3180.30,3200.77,3302.21,3069.26,3180.30,3302.21,3302.21,3069.26,3302.21,3069.26,3302.21,3302.21,3302.21,3302.21,1822.81,1822.81,1743.77,2146.52,1709.94,1183.54,1022.20,1308.43,1241.96
N06141Y,748.98,915.38,836.05,1006.51,321.24,321.24,517.87,387.75,178.48,63.70,288.37,274.00,695.18,356.46,0.00,309.95,521.30,366.08,618.29,618.29,780.65,912.34,247.30,247.30,322.79,322.79,0.00,549.92,549.92,604.78,711.26,711.93,510.29,2180.36,2018.36,2214.54,1965.50,2069.84,2402.26,2284.80,1894.10,2207.64,2113.47,2066.35,2018.36,2009.87,2090.09,2090.09,1454.76,1781.60,1851.91,1875.78,1766.28,1819.82,1866.07,303.41,477.62,429.48,1044.63,1345.78,1343.83,1330.45,1199.11,1806.42,1713.00,1526.68,915.38,1227.66,1084.08,569.09,511.09,439.25,569.09,439.25,439.25,835.39,569.09,709.12,708.23,709.12,270.20,685.63,971.04,887.64,965.24,685.63,1017.20,1166.18,893.12,1679.68,1204.62,981.72,1116.45,762.37,26.58,476.34,1679.68,1473.25,1156.70,1679.68,1900.12,1473.25,1679.68,1679.68,1679.68,1900.12,1679.68,1900.12,2284.58,2284.58,1900.12,1900.12,2284.58,2012.51,634.31,2284.58,2441.91,2441.91,2284.58,2284.58,2284.58,2284.58,2012.51,1900.12,1900.12,1900.12,1900.12,1900.12,1900.12,2441.91,2012.51,2761.26,2284.58,2012.51,2284.58,2929.36,2761.26,2284.58,2284.58,3002.18,2761.26,2841.58,2761.26,2929.36,2929.36,2943.77,2761.26,2761.26,3176.72,2943.77,2441.91,3176.72,3054.81,3176.72,3054.81,2958.14,2970.57,2970.53,3054.81,3075.28,3176.72,2943.77,3054.81,3176.72,3176.72,2943.77,3176.72,2943.77,3176.72,3176.72,3176.72,3176.72,1688.24,1688.24,1609.20,2011.95,1575.37,1048.97,887.64,1173.86,1107.39
N06151D,473.37,669.13,589.81,760.27,422.27,422.27,522.71,594.09,393.87,445.62,670.29,435.05,855.95,80.85,381.92,0.00,245.69,333.39,342.68,342.68,534.41,636.73,453.65,453.65,538.21,538.21,381.92,274.31,274.31,329.17,435.65,436.32,234.68,1934.12,1772.11,1968.30,1719.26,1823.60,2156.01,2038.56,1647.86,1961.40,1867.23,1820.11,1772.11,1763.63,1843.84,1843.84,1208.52,1535.35,1605.67,1629.54,1520.03,1573.58,1619.83,509.75,683.97,635.83,798.38,1099.54,1097.59,1084.20,952.86,1560.18,1466.76,1280.43,669.13,981.41,837.84,784.51,726.51,654.67,784.51,654.67,654.67,1050.82,784.51,924.54,920.66,924.54,476.54,901.05,1186.46,1103.06,1180.66,901.05,1232.62,1381.60,1108.54,1895.10,1420.05,1197.14,1322.79,1144.29,408.50,858.26,1895.10,1688.67,1372.12,1895.10,2106.46,1688.67,1895.10,1895.10,1895.10,2106.46,1895.10,2106.46,2490.92,2490.92,2106.46,2106.46,2490.92,2218.85,849.73,2490.92,2648.26,2648.26,2490.92,2490.92,2490.92,2490.92,2218.85,2106.46,2106.46,2106.46,2106.46,2106.46,2106.46,2648.26,2218.85,2967.60,2490.92,2218.85,2490.92,3135.70,2967.60,2490.92,2490.92,3208.53,2967.60,3047.93,2967.60,3135.70,3135.70,3150.11,2967.60,2967.60,3383.06,3150.11,2648.26,3383.06,3261.16,3383.06,3261.16,3164.48,3176.92,3176.88,3261.16,3281.62,3383.06,3150.11,3261.16,3383.06,3383.06,3150.11,3383.06,3150.11,3383.06,3383.06,3383.06,3383.06,1903.67,1903.67,1824.63,2227.37,1790.80,1264.40,1103.06,1389.28,1322.81
N06151F,406.12,601.89,522.56,693.02,355.02,355.02,455.46,526.85,326.62,517.42,742.09,207.49,610.26,324.29,453.72,243.44,0.00,266.14,275.44,275.44,467.17,569.48,386.40,386.40,470.96,470.96,453.72,28.62,28.62,261.93,368.41,369.08,167.44,1866.87,1704.87,1901.05,1652.01,1756.35,2088.77,1971.31,1580.61,1894.16,1799.98,1752.86,1704.87,1696.38,1776.60,1776.60,1141.28,1468.11,1538.42,1562.29,1452.79,1506.33,1552.59,442.51,616.72,568.58,731.14,1032.29,1030.34,1016.96,885.62,1492.93,1399.52,1213.19,601.89,914.17,770.60,717.26,659.27,587.42,717.26,587.42,587.42,983.57,717.26,857.30,853.41,857.30,409.30,833.81,1119.22,1035.81,1113.41,833.81,1165.38,1314.35,1041.30,1827.86,1352.80,1129.89,1255.55,1159.61,480.30,930.06,1827.86,1621.42,1304.87,1827.86,2039.22,1621.42,1827.86,1827.86,1827.86,2039.22,1827.86,2039.22,2423.68,2423.68,2039.22,2039.22,2423.68,2151.61,782.49,2423.68,2581.01,2581.01,2423.68,2423.68,2423.68,2423.68,2151.61,2039.22,2039.22,2039.22,2039.22,2039.22,2039.22,2581.01,2151.61,2900.36,2423.68,2151.61,2423.68,3068.46,2900.36,2423.68,2423.68,3141.28,2900.36,2980.68,2900.36,3068.46,3068.46,3082.87,2900.36,2900.36,3315.82,3082.87,2581.01,3315.82,3193.91,3315.82,3193.91,3097.23,3109.67,3109.63,3193.91,3214.38,3315.82,3082.87,3193.91,3315.82,3315.82,3082.87,3315.82,3082.87,3315.82,3315.82,3315.82,3315.82,1836.42,1836.42,1757.38,2160.13,1723.55,1197.15,1035.81,1322.04,1255.57
N06151G,660.11,855.87,776.54,947.00,194.19,194.19,390.83,260.71,60.48,251.28,475.95,461.58,882.76,544.04,187.58,497.53,448.69,0.00,529.42,529.42,721.15,823.47,120.26,120.26,204.82,204.82,187.58,477.31,477.31,515.91,622.39,623.06,421.42,2120.86,1958.85,2155.03,1905.99,2010.33,2342.75,2225.29,1834.59,2148.14,2053.96,2006.84,1958.85,1950.36,2030.58,2030.58,1395.26,1722.09,1792.40,1816.28,1706.77,1760.31,1806.57,176.36,350.58,302.44,985.12,1286.27,1284.32,1270.94,1139.60,1746.91,1653.50,1467.17,855.87,1168.15,1024.58,451.12,393.13,321.28,451.12,321.28,321.28,717.43,451.12,591.15,587.27,591.15,143.15,567.67,853.08,769.67,847.27,567.67,899.23,1048.21,775.15,1561.72,1086.66,863.75,989.40,949.95,214.16,663.92,1561.72,1355.28,1038.73,1561.72,1773.08,1355.28,1561.72,1561.72,1561.72,1773.08,1561.72,1773.08,2157.54,2157.54,1773.08,1773.08,2157.54,1885.47,516.35,2157.54,2314.87,2314.87,2157.54,2157.54,2157.54,2157.54,1885.47,1773.08,1773.08,1773.08,1773.08,1773.08,1773.08,2314.87,1885.47,2634.21,2157.54,1885.47,2157.54,2802.32,2634.21,2157.54,2157.54,2875.14,2634.21,2714.54,2634.21,2802.32,2802.32,2816.73,2634.21,2634.21,3049.68,2816.73,2314.87,3049.68,2927.77,3049.68,2927.77,2831.09,2843.53,2843.49,2927.77,2948.24,3049.68,2816.73,2927.77,3049.68,3049.68,2816.73,3049.68,2816.73,3049.68,3049.68,3049.68,3049.68,1570.28,1570.28,1491.24,1893.99,1457.41,931.01,769.67,1055.89,989.43
N06161Q,157.71,353.47,274.14,444.61,496.54,496.54,596.99,668.37,468.14,658.94,883.61,349.01,751.78,465.81,595.24,384.96,141.52,407.67,0.00,0.00,218.75,321.07,527.93,527.93,612.49,612.49,595.24,170.14,170.14,13.51,119.99,120.66,308.96,1618.46,1456.45,1652.63,1403.59,1507.93,1840.35,1722.89,1332.19,1645.74,1551.56,1504.44,1456.45,1447.96,1528.18,1528.18,892.86,1219.69,1290.00,1313.88,1204.37,1257.91,1304.17,584.03,758.25,710.11,482.72,783.88,781.92,768.54,637.20,1244.52,1151.10,964.77,353.47,665.75,522.18,858.79,800.79,728.95,858.79,728.95,728.95,1125.09,858.79,998.82,994.94,998.82,550.82,975.33,1260.74,1177.34,1254.94,975.33,1306.90,1455.88,1182.82,1969.38,1494.32,1271.41,1397.07,1301.13,621.82,1071.59,1969.38,1762.94,1446.40,1969.38,1856.90,1762.94,1969.38,1969.38,1969.38,1856.90,1969.38,1856.90,2241.36,2241.36,1856.90,1856.90,2241.36,1969.30,924.01,2241.36,2398.70,2398.70,2241.36,2241.36,2241.36,2241.36,1969.30,1856.90,1856.90,1856.90,1856.90,1856.90,1856.90,2398.70,1969.30,2718.04,2241.36,1969.30,2241.36,2886.14,2718.04,2241.36,2241.36,2958.97,2718.04,2798.37,2718.04,2886.14,2886.14,2900.55,2718.04,2718.04,3133.50,2900.55,2398.70,3133.50,3011.60,3133.50,3011.60,2914.92,2927.36,2906.76,3011.60,3032.07,3133.50,2900.55,3011.60,3133.50,3133.50,2900.55,3133.50,2900.55,3133.50,3133.50,3133.50,3133.50,1977.94,1977.94,1898.90,2301.65,1865.07,1338.67,1177.34,1463.56,1397.09
N06161R,157.71,353.47,274.14,444.61,496.54,496.54,596.99,668.37,468.14,658.94,883.61,349.01,751.78,465.81,595.24,384.96,141.52,407.67,0.00,0.00,218.75,321.07,527.93,527.93,612.49,612.49,595.24,170.14,170.14,13.51,119.99,120.66,308.96,1618.46,1456.45,1652.63,1403.59,1507.93,1840.35,1722.89,1332.19,1645.74,1551.56,1504.44,1456.45,1447.96,1528.18,1528.18,892.86,1219.69,1290.00,1313.88,1204.37,1257.91,1304.17,584.03,758.25,710.11,482.72,783.88,781.92,768.54,637.20,1244.52,1151.10,964.77,353.47,665.75,522.18,858.79,800.79,728.95,858.79,728.95,728.95,1125.09,858.79,998.82,994.94,998.82,550.82,975.33,1260.74,1177.34,1254.94,975.33,1306.90,1455.88,1182.82,1969.38,1494.32,1271.41,1397.07,1301.13,621.82,1071.59,1969.38,1762.94,1446.40,1969.38,1856.90,1762.94,1969.38,1969.38,1969.38,1856.90,1969.38,1856.90,2241.36,2241.36,1856.90,1856.90,2241.36,1969.30,924.01,2241.36,2398.70,2398.70,2241.36,2241.36,2241.36,2241.36,1969.30,1856.90,1856.90,1856.90,1856.90,1856.90,1856.90,2398.70,1969.30,2718.04,2241.36,1969.30,2241.36,2886.14,2718.04,2241.36,2241.36,2958.97,2718.04,2798.37,2718.04,2886.14,2886.14,2900.55,2718.04,2718.04,3133.50,2900.55,2398.70,3133.50,3011.60,3133.50,3011.60,2914.92,2927.36,2906.76,3011.60,3032.07,3133.50,2900.55,3011.60,3133.50,3133.50,2900.55,3133.50,2900.55,3133.50,3133.50,3133.50,3133.50,1977.94,1977.94,1898.90,2301.65,1865.07,1338.67,1177.34,1463.56,1397.09
N06161T,61.04,134.72,55.40,225.86,703.14,703.14,803.58,874.97,674.74,848.33,1073.00,510.63,864.02,627.44,784.63,546.58,348.12,614.26,206.60,206.60,0.00,266.86,734.52,734.52,819.08,819.08,784.63,376.74,376.74,220.11,115.45,297.53,515.56,1399.71,1237.70,1433.89,1184.85,1289.18,1621.60,1504.14,1113.45,1426.99,1332.82,1285.69,1237.70,1229.21,1309.43,1309.43,674.11,1000.94,1071.26,1095.13,985.62,1039.17,1085.42,790.63,964.84,916.70,263.97,565.13,563.17,549.79,418.45,1025.77,932.35,746.02,134.72,447.00,303.43,1065.38,1007.39,935.55,1065.38,935.55,935.55,1331.69,1065.38,1205.42,1201.54,1205.42,757.42,1181.93,1467.34,1383.93,1461.54,1181.93,1513.50,1662.47,1389.42,2175.98,1700.92,1478.01,1603.67,1413.37,811.21,1260.97,2175.98,1969.54,1653.00,2175.98,1963.75,1969.54,2175.98,2175.98,2175.98,1963.75,2175.98,1963.75,2348.20,2348.20,1963.75,1963.75,2348.20,2076.14,1130.61,2348.20,2505.54,2505.54,2348.20,2348.20,2348.20,2348.20,2076.14,1963.75,1963.75,1963.75,1963.75,1963.75,1963.75,2505.54,2076.14,2824.88,2348.20,2076.14,2348.20,2992.98,2824.88,2348.20,2348.20,3065.81,2824.88,2905.21,2824.88,2992.98,2992.98,3007.40,2824.88,2824.88,3240.35,3007.40,2505.54,3240.35,3118.44,3240.35,3118.44,3021.76,3034.20,2816.94,3118.44,3138.91,3240.35,3007.40,3118.44,3240.35,3240.35,3007.40,3240.35,3007.40,3240.35,3240.35,3240.35,3240.35,2184.54,2184.54,2105.50,2508.25,2071.67,1545.27,1383.93,1670.16,1603.69
N06161U,263.23,458.99,379.67,550.13,813.20,813.20,635.44,827.95,784.80,958.39,1183.06,620.69,1020.73,737.49,894.69,656.64,458.18,724.32,316.66,316.66,324.27,0.00,844.58,844.58,929.14,929.14,894.69,486.80,486.80,330.17,225.51,299.04,410.17,1723.98,1561.97,1632.21,1495.70,1613.45,1945.87,1828.41,1437.72,1751.26,1657.09,1609.96,1561.97,1553.48,1633.70,1633.70,998.38,1325.21,1395.53,1419.40,1309.89,1363.44,1409.69,900.69,738.07,869.68,588.24,889.40,887.44,827.81,742.72,1350.04,1256.62,1070.29,458.99,771.27,627.70,1175.44,1117.45,1045.60,1175.44,1045.60,1045.60,1434.64,1175.44,1287.32,1154.51,1287.32,867.48,1284.88,1570.29,1486.88,1564.48,1284.88,1616.45,1628.39,1492.37,2229.20,1706.60,1580.96,1448.32,1570.08,921.27,1371.03,2229.20,2022.77,1658.67,2229.20,1718.24,2022.77,2229.20,2229.20,2229.20,1718.24,2229.20,1718.24,2102.70,2102.70,1718.24,1718.24,2102.70,1830.63,1233.56,2102.70,2260.03,2260.03,2102.70,2102.70,2102.70,2102.70,1830.63,1718.24,1718.24,1718.24,1718.24,1718.24,1718.24,2260.03,1830.63,2579.37,2102.70,1830.63,2102.70,2747.47,2579.37,2102.70,2102.70,2820.30,2579.37,2659.70,2579.37,2747.47,2747.47,2761.89,2579.37,2579.37,2994.84,2761.89,2260.03,2994.84,2872.93,2994.84,2872.93,2776.25,2788.69,2585.70,2872.93,2893.40,2994.84,2761.89,2872.93,2994.84,2994.84,2761.89,2994.84,2761.89,2994.84,2994.84,2994.84,2994.84,2237.77,2237.77,2158.73,2561.47,2124.90,1655.33,1486.88,1773.11,1706.64
N06171B,539.84,735.61,656.28,826.74,73.93,73.93,270.57,140.45,131.06,342.92,567.59,535.92,938.69,538.18,279.22,571.87,328.43,372.79,409.16,409.16,600.89,703.20,0.00,0.00,275.40,275.40,279.22,357.05,357.05,395.65,502.13,502.80,301.16,2000.59,1838.59,2034.77,1785.73,1890.07,2222.49,2105.03,1714.33,2027.88,1933.70,1886.58,1838.59,1830.10,1910.32,1910.32,1274.99,1601.83,1672.14,1696.01,1586.51,1640.05,1686.31,56.10,230.32,182.18,864.86,1166.01,1164.06,1150.68,1019.34,1626.65,1533.23,1346.91,735.61,1047.89,904.32,521.70,463.71,391.86,521.70,391.86,391.86,747.14,521.70,599.82,467.01,599.82,22.89,597.38,882.79,799.38,876.98,597.38,928.94,1049.21,804.86,1591.43,1116.37,893.46,869.14,1041.59,305.79,755.56,1591.43,1384.99,1068.44,1591.43,1652.82,1384.99,1591.43,1591.43,1591.43,1652.82,1591.43,1652.82,2037.28,2037.28,1652.82,1652.82,2037.28,1765.21,546.06,2037.28,2194.61,2194.61,2037.28,2037.28,2037.28,2037.28,1765.21,1652.82,1652.82,1652.82,1652.82,1652.82,1652.82,2194.61,1765.21,2513.95,2037.28,1765.21,2037.28,2682.05,2513.95,2037.28,2037.28,2754.88,2513.95,2594.28,2513.95,2682.05,2682.05,2696.47,2513.95,2513.95,2929.41,2696.47,2194.61,2929.41,2807.51,2929.41,2807.51,2710.83,2723.27,2723.23,2807.51,2827.98,2929.41,2696.47,2807.51,2929.41,2929.41,2696.47,2929.41,2696.47,2929.41,2929.41,2929.41,2929.41,1599.99,1599.99,1520.95,1923.70,1487.12,1001.59,799.38,1085.60,1019.14
N06171P,539.84,735.61,656.28,826.74,73.93,73.93,270.57,140.45,131.06,342.92,567.59,535.92,938.69,538.18,279.22,571.87,328.43,372.79,409.16,409.16,600.89,703.20,0.00,0.00,275.40,275.40,279.22,357.05,357.05,395.65,502.13,502.80,301.16,2000.59,1838.59,2034.77,1785.73,1890.07,2222.49,2105.03,1714.33,2027.88,1933.70,1886.58,1838.59,1830.10,1910.32,1910.32,1274.99,1601.83,1672.14,1696.01,1586.51,1640.05,1686.31,56.10,230.32,182.18,864.86,1166.01,1164.06,1150.68,1019.34,1626.65,1533.23,1346.91,735.61,1047.89,904.32,521.70,463.71,391.86,521.70,391.86,391.86,747.14,521.70,599.82,467.01,599.82,22.89,597.38,882.79,799.38,876.98,597.38,928.94,1049.21,804.86,1591.43,1116.37,893.46,869.14,1041.59,305.79,755.56,1591.43,1384.99,1068.44,1591.43,1652.82,1384.99,1591.43,1591.43,1591.43,1652.82,1591.43,1652.82,2037.28,2037.28,1652.82,1652.82,2037.28,1765.21,546.06,2037.28,2194.61,2194.61,2037.28,2037.28,2037.28,2037.28,1765.21,1652.82,1652.82,1652.82,1652.82,1652.82,1652.82,2194.61,1765.21,2513.95,2037.28,1765.21,2037.28,2682.05,2513.95,2037.28,2037.28,2754.88,2513.95,2594.28,2513.95,2682.05,2682.05,2696.47,2513.95,2513.95,2929.41,2696.47,2194.61,2929.41,2807.51,2929.41,2807.51,2710.83,2723.27,2723.23,2807.51,2827.98,2929.41,2696.47,2807.51,2929.41,2929.41,2696.47,2929.41,2696.47,2929.41,2929.41,2929.41,2929.41,1599.99,1599.99,1520.95,1923.70,1487.12,1001.59,799.38,1085.60,1019.14
N06171Q,920.10,1115.86,1036.54,1207.00,454.19,454.19,650.82,520.70,311.43,373.63,692.01,712.18,1133.36,794.64,438.18,748.13,708.69,753.05,789.41,789.41,981.14,1083.46,380.25,380.25,0.00,0.00,438.18,737.30,737.30,775.90,882.38,883.05,681.41,2380.85,2218.84,2415.03,2165.99,2270.32,2602.74,2485.28,2094.59,2408.13,2313.96,2266.83,2218.84,2210.36,2290.57,2290.57,1655.25,1982.08,2052.40,2076.27,1966.76,2020.31,2066.56,436.36,610.57,562.43,1245.11,1546.27,1544.32,1530.93,1399.59,2006.91,1913.49,1727.16,1115.86,1428.14,1284.57,246.30,188.31,116.46,246.30,116.46,116.46,512.61,246.30,386.33,385.44,386.33,403.15,362.85,648.26,564.85,642.45,362.85,694.41,843.39,570.33,1356.90,881.84,658.93,894.31,1139.75,410.76,629.92,1356.90,1150.46,833.91,1356.90,2033.07,1150.46,1356.90,1356.90,1356.90,2033.07,1356.90,2033.07,2417.53,2417.53,2033.07,2033.07,2417.53,2145.46,311.53,2417.53,2574.86,2574.86,2417.53,2417.53,2417.53,2417.53,2145.46,2033.07,2033.07,2033.07,2033.07,2033.07,2033.07,2574.86,2145.46,2894.21,2417.53,2145.46,2417.53,3062.31,2894.21,2417.53,2417.53,3135.13,2894.21,2974.53,2894.21,3062.31,3062.31,3076.72,2894.21,2894.21,3309.67,3076.72,2574.86,3309.67,3187.76,3309.67,3187.76,3091.09,3103.52,3103.48,3187.76,3208.23,3309.67,3076.72,3187.76,3309.67,3309.67,3076.72,3309.67,3076.72,3309.67,3309.67,3309.67,3309.67,1365.46,1365.46,1286.42,1689.17,1252.59,726.19,564.85,851.07,784.61
