detid_Y,00002PMA0001,00003PMA0001,00005PMA0001,00005PMA0002,00006PMA0001,00006PMA0054,00007PMA0001,00007PMA0004,00007PMA0032,00008PMA0002,00010PMA0003,00010PMA0004,00010PMA0021,00012PMA0001,00014PMA0002,00015PMA0043,00016PMA0765,00017PMA0021,00017PMA0043,00021PMA0001,00021PMA0002,00027PMA0001,00028PMA0004,00031PMA0001,00031PMA0002,00032PMA0001,00032PMA0002,00032PMA0003,00034PMA0001,00034PMA0002,00036PMA0043,00041PMA0001,00043PMA0001,00043PMA0002,00044PMA0032,00048PMA0001,00048PMA0002,00054PMA0001,00055PMA0003,00055PMA0004,00056PMA0003,00056PMA0004,00061PMA0001,00062PMA0001,00062PMA0002,00064PMA0001,00064PMA0002,00067PMA0031,00077PMA0001,00086PMA0001,00088PMA0001,00089PMA0001,00089PMA0002,00089PMA0043,00089PMA0065,00090PMA0001,00091PMA0043,00091PMA0065,00092PMA0021,00092PMA0043,00092PMA0065,00096PMA0001,00097PMA0001,00097PMA0002,00104PMA0021,00112PMA0001,00116PMA0001,00118PMA0003,00120PMA0001,00120PMA0003,00120PMA0004,00122PMA0001,00130PMA0001,00142PMA0001,00143PMA0001,00163PMA0001,00168PMA0021,00177PMA0021,00192PMA0001,00192PMA0063,00208PMA0003,00226PMA0002,00226PMA0003,00235PMA0001,00235PMA0002,00238PMA0001,00280PMA0001,00293PMA0001,00323PMA0021,00331PMA0001,00332PMA0001,00359PMA0001,00359PMA0002,00367PMA0002,00374PMA0021,00394PMA0001,00420PMA0021,00421PMA0001,00428PMA0001,00428PMA0002,00432PMA0001,00445PMA0001,00450PMA0001,00450PMA0003,00455PMA0021,00455PMA0043,00483PMA0001,00483PMA0003,00483PMA0031,00484PMA0001,00490PMA0001,00490PMA0002,00501PMA0001,00554PMA0001,00554PMA0002,00591PMA0001,00628PMA0001,00658PMA0001,00701PMA0001,00701PMA0002,00701PMA0003,00717PMA0001,00749PMA0021,00764PMA0003,00771PMA0001,00771PMA0002,00798PMA0021,00798PMA0043,00806PMA0001,00810PMA0001,00810PMA0002,00858PMA0001,00984PMA0001,00984PMA0002,00987PMA0001,00987PMA0002,00990PMA0001,00990PMA0002,00991PMA0001,00993PMA0001,00995PMA0001,00996PMA0003,01005PMA0001,01006PMA0001,01006PMA0002,01006PMA0003,01016PMA0001,01017PMA0001,01017PMA0002,01017PMA0003,01018PMA0001,01018PMA0002,01018PMA0003,01026PMA0001,01029PMA0003,01029PMA0021,01041PMA0001,01041PMA0002,01070PMA0003,01071PMA0002,01071PMA0005,01088PMA0001,01088PMA0002,01093PMA0001,01108PMA0001,01108PMA0002,01109PMA0001,01109PMA0002,01109PMA0003
00990PMA0001,4886.86,5449.47,4943.03,4943.03,4692.20,4741.87,4350.34,4432.91,4404.38,5664.10,3817.93,3875.94,4117.60,4744.26,4640.63,7262.41,7255.11,4427.71,4427.71,5624.56,5873.96,5459.31,4928.71,5802.67,5833.18,5742.03,5710.09,5700.44,6964.03,6896.90,3219.59,6639.33,6717.95,6717.95,6841.74,6190.60,6206.03,6015.36,5841.47,5841.47,6138.20,6045.33,4291.38,4356.72,4335.13,5477.54,5477.54,5478.68,7734.77,2990.46,2695.60,2947.00,2927.54,2937.99,2918.68,3152.16,3139.54,3149.59,3340.42,3220.16,3228.47,5438.00,4607.73,4569.33,3215.11,6034.69,6682.73,6465.33,5821.36,5723.07,5729.35,5519.34,9408.54,6216.95,5512.28,4993.42,6323.39,4246.36,6734.26,6787.88,4166.13,6480.53,6631.35,7917.40,7917.40,4770.87,2002.68,4634.23,6468.48,5653.39,3414.37,4221.79,4541.79,3122.97,1979.06,7173.89,6977.23,370.96,5812.17,6008.12,3375.84,4993.42,4290.34,4340.64,4706.66,4625.43,6381.90,6413.80,7059.60,6216.95,3225.17,2803.39,6633.38,4473.45,4473.45,6275.59,6568.22,7440.75,5933.62,5972.36,5933.62,1806.09,4520.69,4876.33,5965.67,5965.67,6420.90,6751.57,3490.39,6803.77,6803.77,2051.71,7265.91,7265.91,2900.95,3008.71,0.00,60.34,3758.32,2627.10,1643.05,1234.88,838.12,3112.43,3115.57,3112.43,3458.08,3000.76,3066.71,3066.71,2733.09,2725.78,2725.78,4640.63,6085.94,6085.94,7569.42,7063.14,1997.78,1562.94,1672.25,6734.36,6724.44,7213.22,7070.75,7043.00,6786.82,6786.82,6786.82
00990PMA0002,4826.52,5389.13,4882.70,4882.70,4631.86,4681.53,4290.00,4372.58,4344.05,5603.76,3757.59,3815.61,4057.27,4683.93,4580.29,7202.07,7194.77,4367.38,4367.38,5564.22,5813.63,5398.97,4868.38,5742.34,5772.84,5681.70,5649.75,5640.10,6903.69,6836.56,3159.25,6579.00,6657.61,6657.61,6781.40,6130.26,6145.69,5955.02,5781.13,5781.13,6077.86,5984.99,4231.04,4296.38,4274.79,5417.20,5417.20,5418.34,7674.44,2930.12,2635.26,2886.66,2867.20,2877.65,2858.34,3091.82,3079.20,3089.25,3280.08,3159.82,3168.13,5377.66,4547.39,4509.00,3154.77,5974.36,6622.39,6404.99,5761.02,5662.73,5669.01,5459.00,9348.20,6156.61,5451.94,4933.08,6263.05,4186.02,6673.92,6727.54,4105.79,6420.19,6571.01,7857.06,7857.06,4710.53,1942.35,4573.90,6408.14,5593.05,3354.03,4161.45,4481.45,3062.63,1918.72,7113.55,6916.90,398.16,5751.83,5947.78,3315.50,4933.08,4230.00,4280.30,4646.33,4565.09,6321.56,6353.46,6999.26,6156.61,3164.83,2743.05,6573.04,4500.65,4500.65,6215.26,6507.89,7380.41,5873.28,5912.03,5873.28,1833.29,4460.35,4815.99,5905.34,5905.34,6360.56,6691.23,3430.05,6743.43,6743.43,2078.90,7205.57,7205.57,2840.62,2948.37,100.40,0.00,3697.98,2566.76,1582.71,1174.55,865.31,3052.09,3055.24,3052.09,3397.74,2940.42,3006.38,3006.38,2672.75,2665.44,2665.44,4580.29,6025.60,6025.60,7509.08,7002.80,2024.98,1590.14,1699.45,6674.03,6664.11,7152.88,7010.41,6982.66,6726.48,6726.48,6726.48
00991PMA0001,1754.70,2096.45,1590.02,1590.02,1339.18,1388.85,898.37,980.95,952.42,2450.14,1489.85,1431.84,2123.66,1941.42,1508.47,4809.64,4802.34,3291.54,3291.54,3936.07,3854.14,2007.34,1476.75,3860.19,3744.14,2528.07,2496.13,2486.48,3512.06,3444.94,622.34,3342.43,6061.75,6061.75,4966.16,2738.63,2754.07,2662.34,4128.32,4128.32,4064.03,4208.59,1889.45,1965.71,1944.12,3266.55,3266.55,3390.13,4562.76,1388.22,1140.15,940.98,921.52,931.96,952.57,1146.14,1377.60,1258.63,1486.61,1384.56,1392.87,2141.09,1475.57,1573.50,1612.86,5393.53,3477.40,3013.36,2369.39,2271.10,2277.38,2067.37,8186.68,2920.04,2380.12,3461.94,2871.42,2473.99,3282.29,3335.91,1501.86,3308.51,3459.34,4745.39,4745.39,1417.85,2124.49,1831.39,4612.54,2356.48,1812.12,4250.82,4057.87,4089.20,1767.69,5298.32,3970.95,4090.46,2640.16,2836.10,414.33,3461.94,2031.49,2081.79,2934.29,2853.05,3176.58,3208.47,4606.83,2920.04,1705.12,1312.78,3461.36,5284.82,5284.82,4438.85,3116.26,5081.57,2728.29,2767.04,2728.29,5381.16,1068.72,1424.36,3790.88,3790.88,2968.93,3299.61,1888.14,6147.57,6147.57,3711.35,5390.34,5390.34,1084.65,1002.69,3792.71,3692.30,0.00,1462.65,2479.31,2511.87,4557.62,730.96,727.82,730.96,1368.60,1563.33,1546.66,1546.66,1383.08,1418.19,1418.19,1508.47,2880.61,2880.61,4117.45,3611.17,3887.32,4030.74,4008.97,3282.40,3272.48,3761.25,3618.78,3591.04,3334.85,3334.85,3334.85
00993PMA0001,2811.43,3148.26,2641.83,2641.83,2390.99,2440.66,1950.18,2032.76,2004.23,3506.87,1501.72,1474.51,1801.39,2750.25,2565.20,5410.38,5403.08,2829.14,2829.14,3813.62,4020.72,3059.15,2528.56,3950.64,3839.17,3584.80,3552.86,3543.21,4563.87,4496.75,732.96,4187.23,5909.66,5909.66,4989.71,3790.44,3805.88,3714.15,3989.44,3989.44,4286.17,4193.30,2297.37,2362.70,2341.12,3483.53,3483.53,3484.67,5619.49,996.45,575.31,420.45,440.90,451.35,432.04,665.52,896.99,778.01,1024.21,903.95,912.26,2985.89,2532.30,2575.32,1221.10,5226.40,4534.13,4065.17,3421.21,3322.91,3329.19,3119.18,8210.22,3764.84,3436.85,3070.17,3923.23,2011.59,4334.10,4387.72,1714.02,4365.24,4516.07,5802.12,5802.12,2469.67,1180.19,2640.22,4616.45,3201.28,1420.36,3859.06,3666.11,3469.49,745.61,5321.86,4525.13,3068.37,3696.89,3892.83,943.47,3070.17,2296.33,2346.63,2471.89,2390.66,4233.31,4265.20,5207.57,3764.84,1224.51,805.66,4518.09,4822.43,4822.43,4423.56,4168.07,5486.39,3785.02,3823.77,3785.02,4436.86,2120.54,2476.17,3971.66,3971.66,4020.74,4351.42,1496.38,5995.48,5995.48,3246.24,5413.88,5413.88,273.86,522.08,2770.62,2670.22,1475.46,0.00,1535.00,1489.78,3535.53,625.80,628.94,625.80,1086.50,1003.03,1066.05,1066.05,735.36,728.06,728.06,2565.20,3937.34,3937.34,5169.26,4662.98,3313.48,3009.72,2987.95,4334.21,4324.29,4813.06,4670.59,4642.85,4386.66,4386.66,4386.66
00995PMA0001,3451.30,4013.91,3507.47,3507.47,3256.64,3306.31,3080.14,3162.71,3134.18,4228.54,2658.54,2690.95,2958.21,3308.70,3205.07,5968.83,5961.53,3684.82,3684.82,4372.07,4579.17,4090.65,3512.46,4509.10,4397.62,4306.48,4274.53,4264.88,5667.46,5600.33,1949.39,5403.66,6468.11,6468.11,5548.16,4821.94,4833.99,4579.80,4547.89,4547.89,4844.62,4751.75,2855.82,2921.16,2899.57,4041.98,4041.98,4043.12,6299.22,1554.90,1425.39,1676.80,1657.34,1667.78,1648.48,1881.96,1980.15,1990.20,2181.02,2060.76,2069.07,4202.32,3172.17,3133.77,1779.55,5784.85,5247.17,5096.67,4452.70,4354.41,4360.69,4150.68,8768.67,4981.27,4076.72,3628.63,4954.73,3168.41,5437.69,5491.31,2930.45,5044.97,5195.79,6481.84,6481.84,3335.31,359.63,3198.67,5174.90,4417.71,1978.81,4009.76,4224.56,2910.95,844.09,5880.31,5741.56,1987.95,4376.61,4572.56,2105.64,3628.63,2854.78,2905.08,3628.71,3547.47,4946.35,4978.24,5766.02,4981.27,2065.78,1643.99,5197.82,4708.73,4708.73,4982.02,5199.57,6044.84,4498.06,4536.80,4498.06,2923.91,3176.90,3606.12,4530.12,4530.12,5052.24,5382.92,2054.83,6553.93,6553.93,2286.99,5972.33,5972.33,1741.56,1738.51,1690.20,1589.80,2488.12,1467.70,0.00,409.37,2455.11,1842.23,1845.37,1842.23,2298.68,1841.36,1907.32,1907.32,1573.69,1566.38,1566.38,3205.07,4650.38,4650.38,6200.76,5766.57,2233.06,1929.30,1907.53,5365.71,5355.79,5916.64,5702.09,5674.35,5418.16,5418.16,5418.16
00996PMA0003,3651.97,4214.58,3708.15,3708.15,3457.31,3506.98,3115.46,3198.03,3169.50,4429.22,2583.05,2641.06,2882.72,3509.38,3405.75,6169.50,6162.21,3275.45,3275.45,4572.74,4779.85,4224.42,3693.83,4709.77,4598.30,4507.15,4475.21,4465.56,5729.15,5662.02,1984.71,5404.45,6668.78,6668.78,5748.83,4955.71,4971.15,4780.47,4748.56,4748.56,5045.29,4952.42,3056.50,3121.83,3100.24,4242.65,4242.65,4243.79,6499.89,1755.58,1460.71,1712.12,1692.65,1703.10,1683.80,1917.28,1904.66,1914.71,2105.54,1985.27,1993.58,4203.11,3372.84,3334.45,1980.22,5985.53,5447.84,5230.45,4586.48,4488.18,4494.47,4284.45,8969.34,4982.07,4277.39,3829.30,5088.50,3092.92,5499.37,5553.00,2931.24,5245.64,5396.47,6682.52,6682.52,3535.99,767.80,3399.35,5375.58,4418.50,2179.49,4214.80,4425.23,3115.98,744.18,6080.99,5742.35,1578.59,4577.29,4773.23,2140.95,3829.30,3055.46,3105.76,3553.22,3471.98,5147.02,5178.91,5966.70,4982.07,1990.29,1568.50,5398.50,4299.37,4299.37,5182.69,5333.34,6245.51,4698.73,4737.48,4698.73,3013.72,3285.81,3641.44,4730.79,4730.79,5186.01,5516.69,2255.51,6754.60,6754.60,1877.62,6173.01,6173.01,1666.07,1773.83,1280.84,1180.43,2523.44,1392.21,408.17,0.00,2045.74,1877.55,1880.69,1877.55,2223.20,1765.87,1831.83,1831.83,1498.20,1490.90,1490.90,3405.75,4851.05,4851.05,6334.53,5828.25,1823.69,1519.94,1498.16,5499.48,5489.56,5978.33,5835.86,5808.12,5551.93,5551.93,5551.93
01005PMA0001,5685.08,6247.69,5741.26,5741.26,5490.42,5540.09,5148.56,5231.14,5202.61,6462.33,4616.16,4674.17,4915.83,5542.49,5438.86,8060.63,8053.33,5051.44,5051.44,6041.42,6290.82,6257.53,5726.94,6317.90,6356.33,6540.26,6508.32,6498.66,7762.25,7695.13,4017.82,7437.56,7138.24,7138.24,7486.23,6988.82,7004.26,6813.58,6565.01,6565.01,6795.45,6702.57,5089.60,5154.94,5133.35,6275.76,6275.76,5939.84,8533.00,3788.69,3493.82,3745.22,3725.76,3736.21,3716.90,3950.38,3937.77,3947.82,4138.64,4018.38,4026.69,6236.22,5405.95,5367.56,4013.33,6454.98,7480.95,7263.55,6619.59,6521.29,6527.57,6317.56,9825.40,7015.17,6310.50,5649.84,7121.61,4870.09,7532.48,7586.10,4964.35,7278.75,7429.58,8715.63,8715.63,5569.09,2800.91,5432.46,7113.65,6451.61,4212.59,4638.65,4958.65,3539.83,2777.29,7818.38,7775.46,467.16,6610.39,6806.34,4174.06,5649.84,5088.57,5138.87,5330.39,5249.16,7180.13,7212.02,7857.83,7015.17,4023.39,3601.61,7431.60,5003.39,5003.39,6920.76,7366.45,8085.92,6731.84,6770.59,6731.84,995.21,5318.92,5674.55,6763.90,6763.90,7219.12,7549.80,4288.62,7224.06,7224.06,2581.64,7902.07,7902.07,3699.18,3806.93,798.22,858.56,4556.54,3425.32,2441.28,2033.11,0.00,3910.66,3913.80,3910.66,4256.30,3798.98,3864.94,3864.94,3531.31,3524.01,3524.01,5438.86,6884.16,6884.16,8367.64,7861.36,2527.71,2092.88,2202.18,7532.59,7522.67,8011.44,7868.97,7841.23,7585.04,7585.04,7585.04
01006PMA0001,2185.63,2522.47,2016.03,2016.03,1765.19,1814.87,1324.39,1406.96,1378.43,2881.07,906.73,848.72,1465.86,2325.21,1939.40,5143.99,5136.69,2585.07,2585.07,3547.23,3754.33,2433.35,1902.76,3684.26,3572.79,2959.00,2927.06,2917.41,3938.08,3870.95,107.16,3561.43,5643.27,5643.27,4723.32,3164.64,3180.08,3088.36,3723.05,3723.05,4019.78,3926.91,2030.98,2096.32,2074.73,3217.14,3217.14,3218.28,4993.69,730.07,435.30,216.30,196.84,207.28,227.89,421.46,652.92,533.95,780.14,659.88,668.19,2360.09,1906.50,2004.43,954.71,4960.01,3908.33,3439.38,2795.41,2697.11,2703.40,2493.38,7943.83,3139.04,2811.05,2803.79,3297.43,1767.52,3708.30,3761.93,1088.22,3739.44,3890.27,5176.32,5176.32,1843.87,1466.35,2215.18,4350.07,2575.48,1153.97,3592.67,3399.72,3431.05,1109.54,5055.47,3899.33,3432.31,3071.09,3267.03,317.67,2803.79,2029.95,2080.25,2227.83,2146.59,3607.51,3639.41,4941.19,3139.04,980.44,588.10,3892.30,4578.36,4578.36,4157.18,3542.27,5220.00,3159.22,3197.97,3159.22,4723.01,1494.74,1850.37,3705.28,3705.28,3394.95,3725.62,1230.00,5729.09,5729.09,3004.89,5147.50,5147.50,359.97,278.01,3134.56,3034.15,849.66,737.97,1821.16,1853.72,3899.47,0.00,3.14,0.00,710.81,838.65,821.98,821.98,658.40,693.51,693.51,1939.40,3311.55,3311.55,4543.46,4037.18,3180.85,3324.28,3302.51,3708.41,3698.49,4187.26,4044.79,4017.05,3760.86,3760.86,3760.86
01006PMA0002,2188.77,2519.32,2012.89,2012.89,1762.05,1811.72,1321.24,1403.82,1375.29,2884.21,903.59,845.58,1462.72,2328.35,1942.55,5147.13,5139.84,2581.93,2581.93,3550.37,3757.47,2430.21,1899.62,3687.40,3575.93,2962.14,2930.20,2920.55,3934.93,3867.81,110.30,3558.29,5646.41,5646.41,4726.46,3161.50,3176.94,3085.21,3726.19,3726.19,4022.92,3930.05,2034.13,2099.46,2077.87,3220.28,3220.28,3221.42,4996.83,733.21,432.16,213.16,193.70,204.14,224.75,418.32,649.78,530.80,777.00,656.74,665.05,2356.95,1909.64,2007.57,957.85,4963.15,3911.47,3436.24,2792.27,2693.97,2700.25,2490.24,7946.97,3135.90,2814.19,2806.93,3294.29,1764.38,3705.16,3758.79,1085.08,3742.59,3893.41,5179.46,5179.46,1840.73,1469.49,2218.32,4353.21,2572.34,1157.12,3595.81,3402.86,3434.19,1112.68,5058.62,3896.19,3435.45,3074.23,3270.17,320.81,2806.93,2033.09,2083.39,2224.68,2143.45,3610.65,3642.55,4944.33,3135.90,977.30,584.96,3895.44,4575.22,4575.22,4160.32,3539.13,5223.14,3162.37,3201.11,3162.37,4726.15,1491.60,1847.23,3708.42,3708.42,3391.80,3722.48,1233.14,5732.23,5732.23,3001.75,5150.64,5150.64,356.83,274.87,3137.70,3037.29,852.80,734.83,1824.30,1856.86,3902.61,3.14,0.00,3.14,707.67,835.51,818.84,818.84,655.26,690.37,690.37,1942.55,3314.69,3314.69,4540.32,4034.04,3177.71,3321.14,3299.37,3705.27,3695.35,4184.12,4041.65,4013.91,3757.72,3757.72,3757.72
01006PMA0003,2185.63,2522.47,2016.03,2016.03,1765.19,1814.87,1324.39,1406.96,1378.43,2881.07,906.73,848.72,1465.86,2325.21,1939.40,5143.99,5136.69,2585.07,2585.07,3547.23,3754.33,2433.35,1902.76,3684.26,3572.79,2959.00,2927.06,2917.41,3938.08,3870.95,107.16,3561.43,5643.27,5643.27,4723.32,3164.64,3180.08,3088.36,3723.05,3723.05,4019.78,3926.91,2030.98,2096.32,2074.73,3217.14,3217.14,3218.28,4993.69,730.07,435.30,216.30,196.84,207.28,227.89,421.46,652.92,533.95,780.14,659.88,668.19,2360.09,1906.50,2004.43,954.71,4960.01,3908.33,3439.38,2795.41,2697.11,2703.40,2493.38,7943.83,3139.04,2811.05,2803.79,3297.43,1767.52,3708.30,3761.93,1088.22,3739.44,3890.27,5176.32,5176.32,1843.87,1466.35,2215.18,4350.07,2575.48,1153.97,3592.67,3399.72,3431.05,1109.54,5055.47,3899.33,3432.31,3071.09,3267.03,317.67,2803.79,2029.95,2080.25,2227.83,2146.59,3607.51,3639.41,4941.19,3139.04,980.44,588.10,3892.30,4578.36,4578.36,4157.18,3542.27,5220.00,3159.22,3197.97,3159.22,4723.01,1494.74,1850.37,3705.28,3705.28,3394.95,3725.62,1230.00,5729.09,5729.09,3004.89,5147.50,5147.50,359.97,278.01,3134.56,3034.15,849.66,737.97,1821.16,1853.72,3899.47,0.00,3.14,0.00,710.81,838.65,821.98,821.98,658.40,693.51,693.51,1939.40,3311.55,3311.55,4543.46,4037.18,3180.85,3324.28,3302.51,3708.41,3698.49,4187.26,4044.79,4017.05,3760.86,3760.86,3760.86
01016PMA0001,2690.15,2499.60,1993.16,1993.16,1742.33,1792.00,1358.30,1327.03,1355.56,3252.05,425.25,483.27,755.05,2876.87,2443.93,5212.78,5205.49,1928.43,1928.43,4182.94,4390.04,2410.49,1879.89,4319.96,4208.49,3318.43,3286.49,3276.84,3620.86,3553.73,1031.19,3219.07,6278.98,6278.98,5359.02,3141.77,3157.21,3065.49,4358.76,4358.76,4655.49,4562.62,2666.69,2732.03,2710.44,3852.85,3852.85,3853.99,5364.67,1365.77,944.63,725.63,746.08,716.61,737.22,484.54,368.21,378.26,123.50,327.80,245.07,2017.74,2411.02,2508.95,1590.42,5595.72,4267.76,3416.51,2772.54,2674.24,2680.53,2470.51,8579.54,2796.69,3315.57,3439.49,3274.56,1110.88,3685.44,3739.06,745.87,4110.43,4261.25,5547.30,5547.30,1821.00,1918.83,2766.84,4985.77,2233.13,1789.68,4228.38,4035.43,3952.84,1484.25,5691.18,3556.97,3807.02,3442.07,3638.01,1241.70,3439.49,2665.65,2715.95,1571.18,1489.94,3966.94,3998.84,5009.98,2796.69,557.32,822.02,4263.28,3921.71,3921.71,4792.88,3519.40,5855.70,3518.65,3557.40,3518.65,5175.50,1471.87,1804.99,4340.98,4340.98,3372.08,3702.75,1865.70,6364.80,6364.80,2348.24,5783.20,5783.20,757.21,787.34,3509.26,3408.86,1770.89,938.31,2273.64,2228.43,4274.17,924.03,920.89,924.03,0.00,1039.15,398.86,398.86,771.48,736.38,736.38,2443.93,3670.97,3670.97,4520.60,3719.97,2524.21,2667.63,2645.86,3685.54,3675.62,3870.05,4021.92,3994.18,3737.99,3737.99,3737.99
01017PMA0001,2654.46,2649.30,2142.87,2142.87,1892.03,1941.70,1451.22,1533.80,1505.27,3349.90,817.17,875.19,1116.85,2841.18,2408.23,5362.49,5355.19,2144.59,2144.59,3953.51,4160.61,2560.19,2029.60,4090.53,3979.06,3427.83,3395.89,3386.24,4040.36,3973.23,808.70,3638.58,6049.55,6049.55,5129.59,3291.48,3306.92,3215.19,4129.33,4129.33,4426.06,4333.19,2437.26,2502.59,2481.01,3623.42,3623.42,3624.56,5462.52,1136.34,715.20,496.20,516.65,487.18,507.79,255.11,138.78,148.83,339.66,219.40,227.71,2437.24,2375.33,2473.26,1360.99,5366.29,4377.16,3566.21,2922.24,2823.95,2830.23,2620.22,8350.11,3216.19,3279.88,3210.06,3424.27,1327.04,3835.14,3888.76,1165.37,4208.27,4359.10,5645.14,5645.14,1970.70,1585.93,2731.15,4756.34,2652.63,1560.25,3998.95,3805.99,3723.41,1151.34,5461.75,3976.48,3474.11,3539.91,3735.86,1019.21,3210.06,2436.22,2486.52,1787.34,1706.11,4076.34,4108.23,5159.68,3216.19,224.41,508.88,4361.12,4137.88,4137.88,4563.45,3669.11,5626.27,3628.05,3666.80,3628.05,4842.59,1621.58,1977.21,4111.55,4111.55,3521.78,3852.46,1636.27,6135.37,6135.37,2436.95,5553.77,5553.77,527.78,557.91,3176.36,3075.95,1551.20,605.41,1940.74,1895.52,3941.27,701.55,704.69,701.55,457.32,0.00,65.96,65.96,438.57,403.47,403.47,2408.23,3780.37,3780.37,4670.30,4139.47,2612.91,2756.34,2734.56,3835.25,3825.33,4289.55,4171.63,4143.89,3887.70,3887.70,3887.70
01017PMA0002,2620.24,2615.08,2108.65,2108.65,1857.81,1907.48,1417.00,1499.57,1471.04,3315.68,782.95,840.96,1082.62,2806.96,2374.01,5328.27,5320.97,2110.37,2110.37,3919.28,4126.39,2525.97,1995.37,4056.31,3944.84,3393.61,3361.67,3352.01,4006.14,3939.01,774.48,3604.35,6015.33,6015.33,5095.37,3257.26,3272.69,3180.97,4095.10,4095.10,4391.84,4298.97,2403.04,2468.37,2446.78,3589.20,3589.20,3590.33,5428.30,1102.12,680.98,461.97,482.43,452.96,473.57,220.89,104.56,114.61,305.44,185.18,193.49,2403.02,2341.10,2439.03,1326.77,5332.07,4342.94,3531.99,2888.02,2789.73,2796.01,2586.00,8315.88,3181.97,3245.65,3175.84,3390.05,1292.82,3800.92,3854.54,1131.15,4174.05,4324.87,5610.92,5610.92,1936.48,1519.97,2696.93,4722.12,2618.41,1526.03,3964.73,3771.77,3689.19,1085.39,5427.53,3942.25,3408.15,3505.69,3701.64,984.99,3175.84,2402.00,2452.30,1753.12,1671.89,4042.11,4074.01,5125.46,3181.97,158.46,442.92,4326.90,4103.66,4103.66,4529.23,3634.88,5592.05,3593.83,3632.57,3593.83,4776.64,1587.35,1942.99,4077.33,4077.33,3487.56,3818.23,1602.05,6101.14,6101.14,2370.99,5519.55,5519.55,493.56,523.68,3110.40,3010.00,1516.98,539.45,1874.78,1829.57,3875.31,667.32,670.46,667.32,423.10,640.29,0.00,0.00,372.62,337.51,337.51,2374.01,3746.15,3746.15,4636.08,4105.25,2546.96,2690.38,2668.61,3801.03,3791.11,4255.32,4137.41,4109.66,3853.48,3853.48,3853.48
01017PMA0003,2620.24,2615.08,2108.65,2108.65,1857.81,1907.48,1417.00,1499.57,1471.04,3315.68,782.95,840.96,1082.62,2806.96,2374.01,5328.27,5320.97,2110.37,2110.37,3919.28,4126.39,2525.97,1995.37,4056.31,3944.84,3393.61,3361.67,3352.01,4006.14,3939.01,774.48,3604.35,6015.33,6015.33,5095.37,3257.26,3272.69,3180.97,4095.10,4095.10,4391.84,4298.97,2403.04,2468.37,2446.78,3589.20,3589.20,3590.33,5428.30,1102.12,680.98,461.97,482.43,452.96,473.57,220.89,104.56,114.61,305.44,185.18,193.49,2403.02,2341.10,2439.03,1326.77,5332.07,4342.94,3531.99,2888.02,2789.73,2796.01,2586.00,8315.88,3181.97,3245.65,3175.84,3390.05,1292.82,3800.92,3854.54,1131.15,4174.05,4324.87,5610.92,5610.92,1936.48,1519.97,2696.93,4722.12,2618.41,1526.03,3964.73,3771.77,3689.19,1085.39,5427.53,3942.25,3408.15,3505.69,3701.64,984.99,3175.84,2402.00,2452.30,1753.12,1671.89,4042.11,4074.01,5125.46,3181.97,158.46,442.92,4326.90,4103.66,4103.66,4529.23,3634.88,5592.05,3593.83,3632.57,3593.83,4776.64,1587.35,1942.99,4077.33,4077.33,3487.56,3818.23,1602.05,6101.14,6101.14,2370.99,5519.55,5519.55,493.56,523.68,3110.40,3010.00,1516.98,539.45,1874.78,1829.57,3875.31,667.32,670.46,667.32,423.10,640.29,0.00,0.00,372.62,337.51,337.51,2374.01,3746.15,3746.15,4636.08,4105.25,2546.96,2690.38,2668.61,3801.03,3791.11,4255.32,4137.41,4109.66,3853.48,3853.48,3853.48
01018PMA0001,2847.96,2934.51,2428.07,2428.07,2177.24,2226.91,1736.43,1819.00,1790.47,3543.40,1102.38,1160.39,1402.05,2786.78,2601.74,5446.91,5439.61,2387.75,2387.75,3850.15,4057.25,2845.40,2314.80,3987.18,3875.70,3621.33,3589.39,3579.74,4325.57,4258.44,769.49,3923.78,5946.19,5946.19,5026.24,3576.69,3592.12,3500.40,4025.97,4025.97,4322.70,4229.83,2333.90,2399.24,2377.65,3520.06,3520.06,3521.20,5656.02,1032.98,611.84,456.98,477.44,456.83,468.58,515.85,423.99,434.04,624.87,504.61,512.91,2722.44,2568.83,2611.86,1257.63,5262.93,4570.66,3851.42,3207.45,3109.15,3115.44,2905.43,8246.75,3501.40,3473.38,3106.71,3709.48,1612.25,4120.35,4173.97,1450.58,4401.77,4552.60,5838.65,5838.65,2255.91,1217.56,2676.76,4652.98,2937.84,1456.89,3895.59,3702.64,3506.02,782.98,5358.39,4261.68,3105.75,3733.42,3929.36,980.00,3106.71,2332.86,2383.16,2072.55,1991.32,4269.84,4301.74,5244.10,3501.40,509.62,70.30,4554.63,4423.08,4423.08,4460.09,3954.31,5522.92,3821.55,3860.30,3821.55,4474.23,1906.78,2262.42,4008.20,4008.20,3806.99,4137.66,1532.91,6032.01,6032.01,2528.41,5450.41,5450.41,310.39,527.55,2807.99,2707.59,1511.99,237.04,1572.37,1527.16,3572.90,662.33,665.47,662.33,742.53,285.21,351.16,351.16,0.00,35.10,35.10,2601.74,3973.88,3973.88,4955.51,4424.68,2704.37,2667.63,2645.86,4120.45,4110.53,4574.75,4456.83,4429.09,4172.91,4172.91,4172.91
